,,,,,,,,
Programme,LIEN,NBLM,AUDIO,INFO,PDF,SLIDE,VIDEO,Suivi
180_DGT_B7_M02_S007 - Les différentes formes de communication,,,,,https://drive.google.com/file/d/1I4td7VRLhZQydZPYNSLkU18s1TVC_uE4/view?usp=drivesdk,,,"25,00%"
181_DGT_B7_M02_S008 - Les moyens et supports de communication,,,,,https://drive.google.com/file/d/1GpCAbBsuqvK93QNYT1YhnPJTKgd0x7nV/view?usp=drivesdk,,,"25,00%"
182_DGT_B7_M02_S009 - Les support audio-visuels,,,,,https://drive.google.com/file/d/19NBrKHqmYzzJPkGsGPO0nslthDGpF_Cx/view?usp=drivesdk,,,"25,00%"
183_DGT_B7_M02_S010 - Le multicanal et le mix marketing,,,,,https://drive.google.com/file/d/184mAT2-xcIdHrLXBFysqOeF6sSMyrbf4/view?usp=drivesdk,,,"25,00%"
184_DGT_B7_M02_S011 - Les outils de mesure de l’efficacité,,,,,https://drive.google.com/file/d/1q9BWRTALTsOoZ26O6X2qQC1yv1oWa37S/view?usp=drivesdk,,,"25,00%"
185_DGT_B7_M03_S001 - La rédaction de la charte et de la ligne éditoriale,,,,,https://drive.google.com/file/d/1Zi-MX1ECAMLVv30h39UdcmZeSvlOMkMj/view?usp=drivesdk,,,"25,00%"
186_DGT_B7_M03_S002 - Les outils du content marketing,,,,,https://drive.google.com/file/d/1Dg-d1aAaHSNYQ23NyCdRd8iWD6FAH_HS/view?usp=drivesdk,,,"25,00%"
187_DGT_B7_M03_S003 - Animation du plan d’action marketing,,,,,https://drive.google.com/file/d/1a7FW7kJtsuclpneF9Kxyv7DWGbms9L5A/view?usp=drivesdk,,,"25,00%"
01 - 🏗️ 188_DGT_B8_M00_S001 - Architecture et Technique,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/VLVDRjiu4BxdAGRe8NRQR7uQjobGB6fBTffTkt4Z8paiUg2fiSsM8bMIIfik-W1za_Yoftq3lTXoQCMnP6DH5BN4RsQ-RsOuexwpZXcN2PLcBDzxQzsznD_tgkTOiBbX6Voz1w1qYk47m40h5scf3JmxwTAVy7Oe55PlkyVTRc-mnYRY1y999poFMPeADOUJq_0uOcOk59mSXwThNQWqqaQXUG9y5rcHtOhKBU2qGxYV_g_HsdruOjHZ_ClSa7N583u_wRqwRh2zNGY7TLQdftLMvy7_pxstHrKczfx3mS68bVyu8oo2ZoWPJ0nJTgPDnfpG2c8n5uv917JGDPoYS5SOX0doXH9V2pmuy8wU__LiS7O-w9ryyYwlffyzICmif0NqfERaEj9PNYuTAexMcpmF9b7_h1zzWWlcWpfXA7wE9aJtE4Zt2mMvqP_HaGjNfuRE0uHI-YuyrrsEXTGE3UnsiCCWBfSpeOZ3FjlKwHvr0ivcWWjK3kkMvQyCdJEKGEk3bKkkbR0XX7qojtMZwtB9fB1eWXLJJDvRjC1POPb4I-94wZ7afShleFVwBARyHWijlgyAeAMUa_UgU8cM1Lci4pmOlEmVaytaFaVhKLKsBDpYb50rM28SmfrmHYY4LbAOmmnjOV1eO7G6bXlc-AAzRHJ2UzKELG6jQ9GS9VVMbGzPE9YZ9KuxxV2Gwon3mobUHTw25vwASebsfmtBSoauSs86hO5X6NxJvei5xoYN-9sC6jh9SRCQMzetFFsHGEiQ6NSluAR0tpxR5z1Lyq8oiyNdeXSJLeOwAPGMxYnyqCd7uHQKiOGqpjmtPX2O1GO9cZl1iVrOuBXpDY32jOisr7DgEobnewhd_PCjuAYGJd1Ty4L0rg1HU0rZtvqMbGjqeNNvVjJU3HnMRJNoLrQWyHhBXxb4knjELOwzVYgPr-Wq_yBcs6wo7UcqV92X3Qd4kTG2Cyycv6QBSYAKZtZeK37bF5UhvOfsHcEJIMno2VhN-57X2YQhUzY4lh-V6f5Ya-3O2CL5ZhRgPuuvMMzHUy8bLyFBU3idkVJwOSR4T3KvCvrI-mXNBXlWM5jB2KxtTqzNQCNToRf1phklEe7eUaW6zmbdaas59F_h9kdrt_HVVwgTmK8RyKEhnu5-XyO9Vuvrav7WHX_QLNFQ-jbGinHwtgNYj5HQvQ-lXNS-DIIOihPWXahVS6WHK05dr2ojoF_ZZTj48Oe_rB7TmcdhENd0IdMl--eyEYVL5sWV1__O4n0pppsyI0iOXx6s5l-otnc4J9M_N47j5gfXDvDK0zw8TOx2_DRPQkGxc0b5Mii7WmsRmOR3pJNXG9RBEPF_YzTcxXNOnxcn1UwkDW8ajrUJfgQ8BKIrEAAGRhlPBr4SJTfR0fzsSZBgNa-8vP_ZomOeoRruIYjHj33JYg_vMMZT2eCp6fFsY0Pnnl9smy5xFxKDhSzA6Onq4kdR1cea57ttXAHBfDAb1QShUpEkEhq_wBpiXDdjrt963X5YlBlARUYPowCeVXg6_Lw_Jr2QLGkTXfM847M7ep1KQgYeaE5-XVij9Pjg4uWsODI4cJ-mkmw7oBmmfjWyJA_6wIXipD2Zp3YFQTAyLCwtnoeiH5eveKBPBjlRR7MM2xd-skaLGgR0Acw-s0tu1AspK2ZXc31egm-aZN1RxfKpvRyIuMl1GblIJU8w3SjOCVEnc6AxOLHTmj1zNY3E67VsI8exGyMqZvDgq7aJh-uVruVhKHfaNAFDjMhSnM0Jqm2uC8WABaEB-dL5hH7YxMEM6_Hoi8PVtnJFEhhdClou4Lv2DxffDw2SexMY2Xnkjs6hWQkApBSk9RLkakYfyKrDSBbUnD0QiX_t_WMZB-iNm3LHipPichrtgDBgFnd_0G00,https://drive.google.com/file/d/1onqUymAVI5z7C2iGaJfUZJbxUAPfKmRb/view?usp=drive_link,https://drive.google.com/file/d/18HISqSJsmNMZ4_iGmiGKS0WSqzDU8tDS/view?usp=drive_link,https://drive.google.com/file/d/1XputY7odD4l4DodA6BVEtzrdtkRyDHPT/view?usp=drive_link,https://drive.google.com/file/d/1_WJjedcHSFykXzNDbTakjMP5NVOiga_t/view?usp=drive_link,https://drive.google.com/drive/folders/1NGp4bcke7tMn33JqtHN7Xnx0arIIXxYP,"100,00%"
02 - 🎨 189_DGT_B8_M00_S002 - Design Thinking,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/PPLTRjiu4CVVVOe1-j1y98xjngrR58lwmse2r6sG1Cd3eWZ6r5YUZKIgGofjTj43x2tsiNxV6-XY9HKbiMKO0apnFyCV_qEEFbY7uZBMSOPvwxrrzodzqQh74yP4C8D_MW3Qn5Jz0OYCTcEJ6e4NtM7uLMy_iQRwxR0p78wY9-q5_qtGxLVZCunZrWbqUzLmXfAmXcwd6fsRGiTZ8vhaMV23ioAxvjWjeTSFkf_-4MFSvsUY4QhRH49qJJ0PT4UlEmtQwoKxsgJgzJQf1bN-dwttHxKJhNtOs-lq3hk3jpUJZvStey7DhDEvkUXqUd084xASQBXSihxryNjxNh__vuleU12Dkbzzf5yefeoqi-1XqvUdSRb2nqPxwNub7K-Ff-ElC2bN2zOSfk0T9ELAbokfb92XjNn74Bza7qrsCp0ogh1W2u5l1Mh7hbm1tlb_OPo6uQQ-_3VbZ7ML-e492sSE5McVWpQrPy9QSKxM8-LUu5U7sAD8GjeHa0CbrNxkmZhrtgFHc-D9sFkP64NM5hPf4-pqeLmvz8btdto8ebVJJWZhjc6QvUYMJ65oOtPiijolkFGi0JyNimW6G-mHvsGDQzk8-3At97VLRWClPnb9Y6qczbcVBCczn6YqJR9UUxrCMt0Nzzejor_s0KT8BKdyOvjBOIoOKEKzXYtCqtALeUDl1JLNVDM6nebPcpxLZjAK4zAAG9aqnRcHK0ng24U2hAqpaWNpoS4T2gDsMsWprZ7CCCzhtOMFkPyRb70vccp7RV0LTiRTvvXibsg4rX8isEDNfn1sSioPv00KYZFw03vHOdORKITOkCqezfo2ol7Y029ECjpTXWuT0guOvoa5fhXG3dPcLsUxJUP-6ox9kYtOSr85SHfgiY2AvxwTM2WSfspHKI5DepuM9EmD1-UprMQ5n1Q6HwCc7pfXHUkv7s_Af7yS1QnBKaiTwcz3eYzXORjsCGRJRb0DDMUDar3FdIewd0lXBOc5t1G2Ss5B0fumIL5HGtzU_afIiZ1fdxUdxM5xrjuI_9zwuW8Mg3XbLvdGvBdmDI9LNneB3yrfY-tAE88SnNEnThOn-sZEP_FzwCG_r-PxGr5_WxBG_t2nOBtUQWR3r_s0CjL_KV4Zc7U5gKTzTcyqVJjzKxLNou9pha_LGxE0PP4XwzrDROHidvNkiJODrHK_QygLCjfasoeuTKzj_1t4OjX1-P_lkJvYIIe0OnQEkdaGRGQVU3eDOzB18n-_2Ar-xQPJ8I63IjbBMgqFfEFwm_qR,https://drive.google.com/file/d/1TzmeztyIJkrTUPwPXCqoGs5gEi3YZuoC/view?usp=drive_link,https://drive.google.com/file/d/1DEf1p1__a5tePG6r4RQaUcNqZ66qZ6Ql/view?usp=drive_link,https://drive.google.com/file/d/17u_i8wt40vIFXp2IC7oQqVkoZcvq50KJ/view?usp=drive_link,https://drive.google.com/file/d/1ALHe-lTPFpjEAZ1OGG2x0xivWYH30tRG/view?usp=drive_link,https://drive.google.com/file/d/1zz8INwsqEpvfuJibvSaYLzWyvRRdiB5O/view?usp=drive_link,"100,00%"
03 - 📚 190_DGT_B8_M00_S003 - Études et Veille,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/VPR_RXit3CV_prC8w1zBqXMraxXrWMAeVzX5i3fnww3zOnW2vOu-4z59LuhoaWrzWBx9_1ptOZkUpxEZGuiWW2L-A7v9KRJVUTR4ETeqryNHMy-F1duxQjPZr1dfNFrpf9HrATGVb9ewooDd7AbdtO7yrRiVq4ApE-WC1iFf_-m2_mRLxTNhkKvJj9dgdjNBcQOChUfswjKd5smwScI1zi03vY7_WYclr5bFk6_LFpd7Ltj5GvtSPoJUZO9nlpjyrOdKVbaXmrDLPsTFLVNhyxyTlNtPLEBekJezxPo_wBxft8xVtzmE-xUpJkTsqUcSgnUg_CuX1Q-0rMT0O-3qjF9u_iUpwKL_Ekp-MVbUEKPdLILrv6mIYC0cWZsliT7aOZ8IR5nkbcXHM34UMWyTLOe42SDF2BGD4uTOC8M40u4NDJDDoQhSj8BDd7M5Ct64QuDPl1z7phUkw1c_Xf-1HI2GcXMQbXhRIgUEagtAkIC6QecySc4DEZmei4pQie_iSt9fGAwFyE7ECtAGqiPOTOn3Keb1Y0_PMvSka4Nl8L2CN5e6wv7BZKfs-J62CQsKvixNb-lLw2deMybz09q2nULRwGgsMSkm2BY6qDejoas2Mku2cewS3bzVZ4NA46oooZNTgp5coDhK2cfaUZxf2FBP6P3g_JAmsZnw4E8GUPf4P9jMDadLjYmtaAoiz4Qqls3ILGqpCSLIhWEZsNOi-41jAPSsnKIpt8wwGwjH6louyx9x4e7bzsGb5PUyoirQcw15PiM-E8_PaIuuK8CcfAsFTNt0DUax0xubw3t99AWyzRPuwfW531G7cM8bo2l_QBbwYVMZyH4oqqoOWAHVD1ra8GVBkqiTzowc8cTM7R1ogJCkGy7zRZOTN6v_qXNqvh6e4pi43ed9Gs4SQNRRIYOkBmXiId0IWMFm2M71k1QEeA1ouy4oK4pAaPZeXcpgGahk8j71Wp-9HLvfgN-ToDXPMswWBVHZq0PvTwfrLYKhN2v9u9CsQtaFUzRSpAbsx9cJiFN4DaOcQIlod33NJNaQHldwoItbo3Zu0X9dqyR1kr1FDtX0pzfoMwjC5IANDUqf6kkBbmD-hKSUC8ADtQxlFD2wSP9RSyHrhtWb9J6jE5SXBpSaWjLneMr5AB3AO6QhCBDFrwEJNPVr1wzwKXbvGb97OqHEjlyU6qxUJ5uVz25ucS5t-Wvb11tUNKFU85N-IWVb7N5a79Xoi-q_vJ4l34JsUbxW4ilDZyDFyWBhtDgnFmR7saURbuosgeRKE3ODNJ3r4xI0MQnbvEmQhBP9CsU7WrVzKL-qDBDJZNJmsknhTJxfJNk7ewqzPHka-VsLGyLS-XNUwxzqX3G9RrzAJxwpw6jm654xAHKtrmJiOYbpewq8gGTtf6C_XIxpGYVySh9SEk8VQmNrNbkEWSMZv_BVhTq7NACw_dr-MRNOEx1fyuFpFm00,https://drive.google.com/file/d/1XsBta31M1n97qXIPWzxY6jQy5bGie569/view?usp=drive_link,https://drive.google.com/file/d/1ici1_BCffmcF92lPV8Tf9Lyn_PJyD_yo/view?usp=drive_link,https://drive.google.com/file/d/1Gw4HGf4zO6e3Vl-UG3wrqZtzM0zxkBUB/view?usp=drive_link,https://drive.google.com/file/d/1sqzEU9KFVpdeLb_lep97f_wTA7ZPrNVq/view?usp=drive_link,https://drive.google.com/file/d/1GNnv591hR2Z7RvufgD4E2H5ryUVmk0va/view?usp=drive_link,"100,00%"
04 - 💰 191_DGT_B8_M00_S004 - Finance et Business,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/RLRjRjis5FsVfo1GO8lpWTgfdRf0CLIIhI1Ot1XHiFuOXe2XhkNRKAJB3o_Uq0Vee_WPzjClDfAHR8SkWW0YUIxlkVSSalwa3LMcHb7MT77qKPiLXz-Ecl48QQLeJVuz8aJ84i878RaK9fDSAlAcb_Y_C7k30fhPf9iaQRx55lWFaDuWZAUqB55Kf7SHXXEgAXIarmsZEsb5cKabGEq0prZR-WkMPauk1XxttVqhAStd7QEKigTA-UY6mMZOIo-x4TilSpJmcjN5nMjMmx3_zwEFRvjE79sIavDk_xpteVSmkhf_I8SFasxteUXs--ISv2YeO430aDHg5A3roOcBEVtpJTuVvcdlBnVjafMq1c6eVIQb9O-sh5n0YHKQoXt-DE2pSN-SUNmcwuNKL1ZGn02R2qU-mcyMTC3kWnCsfyPdhoaw_0kP4eWFO0XSH_XhCLDK6sMPiIhGrg2MO5KCB8naJxGAcvLIYCqQTCpJQVS4nhUjBIMcDxMFtF4mcpK1GJXM0iXnCPwSaH7g1QUhCr98XfIJfDITAFXkivvjrWfSIRvvFl0snepFNU6Sr2qJNv5hNsq5cfMR5hGAmJ7rNAgQ6fJ21zpzCZfWFjgiby3bOl6IkmHDc9DbipQUZsuhXiC62xaCEx-MpkTP0d8EZJloz7r_vAdSUMCy8lTTyYWK9J9gl2Pa5ko5u3wFVvzUTxPUoVDtuwwFtlnOKcv3Gc-jkzjhZza7-JdoI7NBWdwrsgNw2IXRCHu4No8GnZ4qFRlvenCdlTvHTBZDMiSvmx468i0O29BCSJPJGCfVwMn6KO6Ey9dS_6VSSiA-MTGOoibQ1adMYU3tuIGvab8iGUb6Hpynjqh4UzC53Hxq-riZGrDRJsL9tcaL6GtwkIzlogd06RBGrVsZJVpAdWR3SJZVnVOybVOG-meyVWPc3Iw15BPshbsHut7HYK2R7yQMGGY7OFFDEbeVIQqHrCuTCI6t0JMltBDGpi_e6oM0wmDQ_iOn8QF3QSjTU8H8qPL3ZXDcSFPsIXs1MKpR5-otsEjlJ6pRd8aiWJjbn98wQwUJp5axtax9XMoiu3r9ELWLOGgeV1hTk5N7opjXW31lCUtbLB04ONKh-p2v73GoKkUI2Y6WRfrEN6_LJiSVnkyzx0fqoscXv5Sm0RAFcRXROYxzbP5KoC4LM31bwpDo0rHq8d3pnDQ1urNo-Vu-0cHqxiKEDz2Sggfz5CA349Dx8HtA3RTWO-83YbCqR4v6m9wYXS98jJB0EOhgfK5fSZdCXk5SU7E0CDjpKKZRl3dRDhqR3_B1onrXG779RBWcmle-8AN2yoV7R7SwWIYe7wM31_Dquf3MF8ceWFjG9L7hzls5Ppm8oPJykvnPKOPgFe4ecnys_mC0,https://drive.google.com/file/d/1a56S5VBIfcwUBzRn6dawgy-ZumIbH9Mf/view?usp=drive_link,https://drive.google.com/file/d/1K_m-ilCqEljHT_yRmVZWEMaFceu147ah/view?usp=drive_link,https://drive.google.com/file/d/1oklVk8vMt6CocYBYW_AipkWO-K63QiFy/view?usp=drive_link,https://drive.google.com/file/d/17AvEvt9rSghXUFGjqQUJQzZTEbt7AEpz/view?usp=drive_link,https://drive.google.com/file/d/1_bygJNNC-OGw8tQEaJGhYGfHEEvrhvgZ/view?usp=drive_link,"100,00%"
05 - 🎯 192_DGT_B8_M00_S005 - Gestion de projet,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/svg/TPNHRjis58RlynG7wCMQ14lYD6wpeXjgotPGe9sLk5WkXbxGqeboEebK3qaZsT07s5liideElTWE5SMgfGP5OL7yUCx_ax-OjzOfTWNfj53btXlhxdFyRQyTpqXbh0huPmz0cnIR1u25qIuokM5uDfg4VytRzwInVJivcKocYosxehyHHkDc7Aiq9Pt1wBGPVb2SaORHIJEwCbwdaM6Dt05tLFZYcb9t2wVZm7sL_soC-xrJD5N9Nnc7rQs2sVbe-lAaf_RwbXpkgZeztLLrtjJ_klVckDs9lKCuE9XebTzR17HmWTQHqP2YXIkoNxpyncm-epiu4FZmpsUBi_F5TFH9baL69rWwI7sB2dBO8D7yR1u5P5PNDwGfb0oJExFrlvkwqbYWTd3ZdMSWgSTEaUwHqiZMbJIGUGi5MizgdQFjOR5nKejKJgwkWD8mkA50zcNzOHArzhaYne6iTqN9TRNn5bu_FfEb7xIRv7MbMaebpWRvHci_aCLcdTVV2WpiLLsr-fIub-83RH_lIpdDZ0RAjkUnSgoaGaRDw7bihFkvRCve_uaLor9wgN0A6dDPibn_naGsnq9qETjlptKnVNKs2mfMndFOwFIdnprCL7U2WLoyc9zyWilBvMKKnRilO-b4HVtDCSAD1AHjkWjzK8ufmIPbfM97uPTHA-tG_XXTNIy_xiwi4ecFOZAo5gsbWcnOtPgPZSyMRG8BnSbjQ1RItJDoFc-YF3g2TmElEyoIAIEDy3gaqU6TGr5iIf7M0wLXagEMZfw5_ZxbjfGvQV75znRr4jv5IWALC3hRrtjw1B4uPxADMdWUCJbAGh3s1z8lM6t2pBOkF1z1_H-CztjWIAfQKzx2qQqASfwY5uOBdsC0uLUuW3k8UqHtp91izVMjl0XMv2D3_U0aLgma5qCR4nqgbAh1cYyfzUIW_4xqq8_3fENVIq0SGjPinb36sH6iF6qeN88nvSQf31-lF84cByU1YdEbWvrESHUcwVoN-Qi0hHpxn7d6S3Ec9l7Xy1kiunw_pUqrLLUzUGcEols3sulZ-3ZghqTRIch2zGPfNLdAzA36f35lW-AoK_mq94ofkEdPDzLT6MAgp9KU65f9k3sJHGQHz70XzJKhQpqtW0sY4t7lsVQegK-pkd9j9HjKoUC6-roaId8g3rnx2nQ67HPoeRr5dRP_vFy7,https://drive.google.com/file/d/1L8JPWI_Rc8FLgj-AIn_qq2fP1XkISVne/view?usp=drive_link,https://drive.google.com/file/d/16iXCSDg-CMv5ROJeM-ghLKHph1FhL7zd/view?usp=drive_link,https://drive.google.com/file/d/1pwImA9n5MsCtMQzpom7S3nh5NWU6mLmA/view?usp=drive_link,https://drive.google.com/file/d/1Rc4tpeuqs_6NjHGiyzw_aUSO2qi3Lmu0/view?usp=drive_link,https://drive.google.com/file/d/1K9cFBNVIuFhob7ugAhORluSFEOoWEUsL/view?usp=drive_link,"100,00%"
06 - 🚀 193_DGT_B8_M00_S006 - Innovation et Client,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/TLRRRXf947ttLvIK1umJAs0RXqZHAboOnDeGiyP9Lbf5LZDJXihsT4_wWknTvGFol3-n_Wwq_xNLGsD8eyYonKoVKttgKWU_jauOLv8gIb4TlBBkNk8l1_5vI69kH0b_7m0eNM3z0I3JoWsqr0QUj7lXftxxZXJ6jxrMhzVF7h5J-WkXtQcV9w8eICsXVL8_ZeMPau9sgtwwqbuL0sqKcYtWZafVVgB2BU2a4t3V-DTexTvl5VL5_kVS17PKCEos--UjHEsd1JdyKTN9oO-gkdNyRmUldiTA73o5ewFM-N7xvUdDyCtrJRzxCswrRgQjrZaSmuLIUYaSQGNeO209bJiwOjBJFvvaPzsit_xCz9uIyjuY56XXXbQJif3NMClWfpLuC3eR3GBuek3tT4lvEcpX8xH6xaAdc3lq1eg6o1qjoQqU4iH4Mmf159OS82XS2iaKc-0s-dAjScyCOmcbn5JPW6OIRGWpGMEr4dPFq-2_Vu8Y3XMmgHoZdJwk8XSEXSaNgmTtNw5jfj0Dg62082bN3qmeE9NL0qim_5TAfgKI9nnJSu8_gzb4at8SjSxLSTrI_S8upIDVBGZXS2ogYgUY-TCWjuRoKE3OyAp_ucnOLqfB6ReJQhLjFWoZ_iUcPzdfg1K8KnQTOnsps0NjeZuYSLHmc2-KbdfENtsu8ErQmbfzTxvOHoxN1Ky06r70IQ5Ho7KUN8sVmHBvsJw3gxVDLEsOcxBGCMeUSztJ-viNBCa9diqGbFjPY7c8QCCxwu9-szmdoIs79HXqX8fPjpht5iAILtkiCTsnrbJcfNSaMMD3pooQkAOVVjyJUfbxgKlEoOIcZ-uHd64_2PrFxz7URa-JmxSe77icoyw5SR4uYthXqZZNQ9s5tlF-Pd26dREidb-ZPpphPIZGewrCLmyIwpdR6PpkgBsR8u9DK3kmiN26SeIBiXAvW-UG2Gu_8nay8y5kndNwwV8wERgwl0XoFjOfWVYYFTCn0Qs-iyVuw5rXLSc6FgUwCsrABpSma0AgRUfCsClXSlObP7ThOJhkNQNIXfmybUIsdhaGPSMjhuUQHpcyJwkYYzM_4c4Wr3BOqKkOIPtRvgOdtTvv9_OaHskzXG7xZc0DeGeNHVYysvF-wENenThkgTmURSz2SRvwgj129RsXWcnEbIGboA1De3s7aj345JlEJRmkWGtHqbp1zO9K6Cb4IXoFFHrz8qXPnprWJd9MkpIRCkyg655HWGaWRdzjGMWXp91PB-owSltUUNVGZPMhjANOv3WuZ_Kw7NMoki1PS8OIbHF-BahT7hz3Q4oqDr-zfWOiBJG6kWpW1liKcbnYM73JJ6WVL6sFKvIIKuHT9OSVffCKpj8yxgBYLAHImzrUnU_cFQrJPmHNWyi25HhhXQKbVsJra3DHg89Sx7N2q-RUHQdeO2YSW2Ln01bj826yGVkuOBU8nOmDoGOcJmdp-2ZsOfHrJZjhpqRh3TQxrXZTLTmpGfKZ7FuwkMXkVMNK7uq-mtjqeHYbTcXWccl3kFUJQVD7r3NtAmJaIzrwm-BNqH9Dq92WiQniX5Si4ADUgwKFt9_4nfbM1HpMjkIeNi_Ng8hu3-h_,https://drive.google.com/file/d/1SKulQgKRsG3-osSBGK5hgrcu5ufIl4va/view?usp=drive_link,https://drive.google.com/file/d/1M5PMBUnQp-KPlhJKoyv9R-uVh6VukMgl/view?usp=drive_link,https://drive.google.com/file/d/1c7HVv84U9vBTxfPYU3w-9D_pxhlGeZW1/view?usp=drive_link,https://drive.google.com/file/d/1avwdBbk4avJZSCzk8tcKdq9jiedyCxI8/view?usp=drive_link,https://drive.google.com/file/d/1gpG3KrwZ42orn9shYPDpv1wa1fHxMsxN/view?usp=drive_link,"100,00%"
07 - 🌟 194_DGT_B8_M00_S007 - Management Humain,https://notebooklm.google.com/notebook/ef668020-b917-45c5-a9a6-059f4c7f9484,https://www.plantuml.com/plantuml/png/TLRRRXD947tFLvJ4W-D0X1rYOYIqmXSFH8k9DmwmqWf5xPcANMnFzz0NAzaL7y3p_iJcEwpzhwqUjx7JLa29PgRFgJbrwZ9vOvqmhYHLbA8wU6tTdSHV3kBzaCJSY1B-FW1Gki1mmVyohTn0IstWIRiN_jTFtvF2-BJNwlNwsK_ibFv2Q7Vg-uae2b9pQ9_KjsDXvgIWtQhlBhLNnK0RXMOBkANIbv-fS0iuwGJST_unMhiFMqLzaVyvDu4T5GoxxVxBLgBsyu8SFbHrSl9GLRUE__tWzVFenC5JE3fgdHstNvrU3zzUNVUxr-DMwthQQft1CQjJOeubAWVlV2b87Hqnu-aVJxBJRjPlVs5kJmbvPn4Aj313gqbPo2KnnJBuQGqUZ4v7Wm0-B_WvtL0k76a5XO_GW7m0dMBkq1ie6Y9tj2ItkayG4sqf155hUUXWAIHJR8BRwCkrohqnuVqe9QRA1ZIJQ4EO2HghbR1xcWR__HCKSQY0JUKOxVHn5RbmA4o-MDsxkmfjCuLkG0K314cvkcT2mQcixbc2uTzICYsLEE6OcXDypBC9U-yuQfshOzzI_S8upVrUBGZXS2ogYbkY-MYG6qDvC3WMFEkVdGvhfxIKeJh1gstnORZMlorwbhqOjG9Xog9ph6CMkw1Tr2SaZWeEyuNIKi_fcmylIAkMi5O_d2_MaSkruGbW8meuAJGAsUV1vVWPB97lxJEuVDTCrOwvA0iTe-Onrpszltd1afpWtWn1kPw5c8U8DZopBkYtpNsIt79OWa57g9XretDl8KnujSSQqorhJMLUU4UIDJRqpA9PhkVfu-zxGYzoBtN9EPbGzD4TWZEyJ4Bbq_TeRxUdoU4x58uN9ilEXN7Hd4KzS6cSAxJEGkzvVzCumyvfLlUlqJFkzJ8OjDQB3gQhUtOutEqqJdVKtiqHmIQe7TXOS6evmdbPYTp1SyW4Xv-H33iZmMxQTVhvuYevkhmu3t8-rIc1-Aezqp41hNxmZl5nTuLH9HlgdEhEj2cztC102gYsgJDXBuUBsTUGtOs5wRXtcKeRSl9Kajlkp8KeAovztTJSok5vweekLlzAv9bNox2ENi5CwjmsDpNfzbvsOarojDPR6F3U4QmXk71UXElTclH7hqPdwtLFvVPeUnRC-UQfGWkLz8OAiZbLafGWWpQ1zXnAGXD7x3WtyNK9R8YMvWgk5gH2IoPIOdliwUWRGSewhW5pahDwI_DIvba58oegC074wQzN45e8FMJM0xjshjzxsHrqetELjXIB71jdunTFGYUh3Sx2PWXVAE5ljrBZyNk4naHxyyrhQi3IGcEWom1ky9v2aqiC0swQ2UsZgjVZ5ANa565NoU77wII5ipIFkwZO5QdKy6wluhTvJ-lK6S5ki2qGld9UM5ho9Qk7d8b25UHYhHEUDdSkIaK7G-44B8a3oBW64i9Rj3y7x0QncF52ie79NS8yFegr66MT5vtrpaRh3TQprXZTLbmpGfKZ7FuwEMzkzygeFnfzWG_eWXcbTcXWccl3k0-JQVCXwehhnG73IzrwmkBdQ8acQ4ZGM5OsmYiMY56lrT87xYEnSSRT0OVrMd9KZ-SRL4Nyw_H_,,,,,https://drive.google.com/file/d/1n68i2gj3spyahsakktFaOrJ6J2nYCugU/view?usp=drive_link,"50,00%"
