,,,,,,,,
Programme,LIEN,NBLM,AUDIO,INFO,PDF,SLIDE,VIDEO,Suivi
059_DGT_B3_M02_S004 - La création des personas,,,,,https://drive.google.com/file/d/1nm0P6mjJZZxfRYxV4xaIRxt0pIWzVHLA/view?usp=drivesdk,,,"25,00%"
060_DGT_B3_M03_S001 - La stratégie de communication : le positionnement,,,,,https://drive.google.com/file/d/1YLSclGOrn0GtsYV3XA74dLVsY15RTLVs/view?usp=drivesdk,,,"25,00%"
061_DGT_B3_M03_S002 - La stratégie de communication : Les objectifs,,,,,https://drive.google.com/file/d/1Oo2ZQmLwtQFwgSZoo2d4xL7r6VcLZwfk/view?usp=drivesdk,,,"25,00%"
062_DGT_B3_M03_S003 - La stratégie de communication : Les cibles,,,,,https://drive.google.com/file/d/1sP8AcaGM6pB_WuzMA9LNbhb4xw90Yvl9/view?usp=drivesdk,,,"25,00%"
063_DGT_B3_M03_S004 - La stratégie de communication : L'axe créatif,,,,,https://drive.google.com/file/d/1oGnZ9cDYI0GDlgExXYe-gwFiS65kP28y/view?usp=drivesdk,,,"25,00%"
064_DGT_B3_M03_S005 - Le projet de communication,,,,,https://drive.google.com/file/d/1bpbXfiMEgCZgr1IUOxM2JO0lxwDeMjXY/view?usp=drivesdk,,,"25,00%"
065_DGT_B3_M03_S006 - Fixer des objectifs SMART,,,,,https://drive.google.com/file/d/1zwRLeMXaYsAphyKCD0cVT4rc4VNtxB8E/view?usp=drivesdk,,,"25,00%"
066_DGT_B3_M03_S007 - Les outils de mesure de l'efficacité,,,,,https://drive.google.com/file/d/1EmPskCjHuQ2w7oOdPfJIujamYZ0V_xGd/view?usp=drivesdk,,,"25,00%"
067_DGT_B3_M03_S008 - La place de la conduite du changement,,,,,https://drive.google.com/file/d/1QgHv5GV6ZXN6J2xxu41g0qRyZE0Zrx1W/view?usp=drivesdk,,,"25,00%"
068_DGT_B3_M04_S001 - Le positionnement de communication,,,,,https://drive.google.com/file/d/1AJRfrlRZ2tnTtm9bcB2rmTEi2OJN9gXT/view?usp=drivesdk,,,"25,00%"
069_DGT_B3_M04_S002 - Le rôle du plan de communication,,,,,https://drive.google.com/file/d/1npW7OUss4rJ3OS2xkF8xauIvKobYf2ew/view?usp=drivesdk,,,"25,00%"
070_DGT_B3_M04_S003 - Les composantes du plan de communication,,,,,https://drive.google.com/file/d/1mz9-ayKtCweSlCb1McXGWX_of2M7iigf/view?usp=drivesdk,,,"25,00%"
071_DGT_B3_M04_S004 - La définition des médias cible,,,,,https://drive.google.com/file/d/1BbFRr7wHURyfqkFR27M2y263lYPM1N_i/view?usp=drivesdk,,,"25,00%"
072_DGT_B3_M04_S005 - La budgétisation et le calendrier des actions,,,,,https://drive.google.com/file/d/1dHO4Ne4TO2a0gETsaZUQEr_US0mv4-iM/view?usp=drivesdk,,,"25,00%"
073_DGT_B3_M05_S001 - Les messages clés dans le cadre d'une communication efficace,,,,,https://drive.google.com/file/d/1dn6oOsjch-k6hu87VHHOIn9D6to4opT0/view?usp=drivesdk,,,"25,00%"
074_DGT_B3_M05_S002 - Structurer son message,,,,,https://drive.google.com/file/d/1Oic9ot8ekON4PzbvwHIMUiMA1H68wXJs/view?usp=drivesdk,,,"25,00%"
075_DGT_B3_M05_S003 - Production d'un message,,,,,https://drive.google.com/file/d/1aFGx6mi45g41e9FB60JL97KdXbLNZlVv/view?usp=drivesdk,,,"25,00%"
076_DGT_B3_M05_S004 - Le storytelling,,,,,https://drive.google.com/file/d/15Z_Yxl4znxB0B2gyCtOVMkz_nfuR85g3/view?usp=drivesdk,,,"25,00%"
077_DGT_B3_M05_S005 - Les moyens et supports de communication,,,,,https://drive.google.com/file/d/1MPlFDxdmW9T7j33pXP6HpmGA01pGL10t/view?usp=drivesdk,,,"25,00%"
078_DGT_B4_M01_S001 - Guide du bloc Piloter un projet d’innovation et/ou de transformation jusqu'à la phase de rendu final,https://app.studi.fr/v3/medialibrary/lib/resources?promotionId=4416&subjectId=49477&moduleId=70353&themeId=129640,https://notebooklm.google.com/notebook/0cbc99ba-c13a-4b8d-beef-ea66ad3d5fd7,,,https://drive.google.com/file/d/1biqcVZQsQImCU8wNDCFs877v1VFV6Wt6/view?usp=drivesdk,,,"50,00%"
079_DGT_B4_M02_S001 - Innover avec le Design Thinking ?,https://app.studi.fr/v3/medialibrary/lib/resources?promotionId=4416&subjectId=49477&moduleId=70354&themeId=112354,https://notebooklm.google.com/notebook/a10488a8-12b1-42f2-b9d0-f031f596c669,,,https://drive.google.com/file/d/1ZBEbtTJ520WO1LlenwfO2o_ejs4bS2or/view?usp=drivesdk,,,"50,00%"
080_DGT_B4_M02_S002 - La réalisation de maquettes avec des prototypes UX,https://app.studi.fr/v3/medialibrary/lib/resources?promotionId=4416&subjectId=49477&moduleId=70354&themeId=109562,https://notebooklm.google.com/notebook/d2a07260-b34e-4b65-9777-e692f3b7e3d0,,,https://drive.google.com/file/d/1HlzuiO89LrK5HOLaa9ZaRVertk3KIIet/view?usp=drivesdk,,,"50,00%"
081_DGT_B4_M02_S003 - Introduction au parcours interactif et au prototypage,https://app.studi.fr/v3/medialibrary/lib/resources?promotionId=4416&subjectId=49477&moduleId=70354&themeId=120105,https://notebooklm.google.com/notebook/698ca65c-a2d3-4102-a834-2b6b12d081ac,,,https://drive.google.com/file/d/1M0eu6WA6EgxDBg4Pnm3sHIzdI0lNG0Z0/view?usp=drivesdk,,,"50,00%"
082_DGT_B4_M03_S001 - Test utilisateur,,,,,https://drive.google.com/file/d/1eDQfUgjhyhXqLeudt6Ab_Wx25gKVZhvX/view?usp=drivesdk,,,"25,00%"
083_DGT_B4_M03_S002 - Evaluation quantitative de la solution proposée,,,,,https://drive.google.com/file/d/1gxv5b8jdSxRCrLEYiqq-bNIKq1eguC4a/view?usp=drivesdk,,,"25,00%"
084_DGT_B4_M03_S003 - Evaluation qualitative de la solution proposée,,,,,https://drive.google.com/file/d/1uh-4AaYOefibTdS2G20Bf_9Kv6mxvBbx/view?usp=drivesdk,,,"25,00%"
085_DGT_B4_M03_S004 - Recueillir des informations sur les comportements utilisateurs,,,,,https://drive.google.com/file/d/1io8-om7y7bew4flIh22d0KfvcHOwH3bi/view?usp=drivesdk,,,"25,00%"
086_DGT_B4_M03_S005 - Élaborer les fiches d'observation,,,,,https://drive.google.com/file/d/1Kf9F5S8h77rTI_xlBfJIbSKtrmNZhXvo/view?usp=drivesdk,,,"25,00%"
087_DGT_B4_M03_S006 - Construire les rapports de test,,,,,https://drive.google.com/file/d/16btp699oAGpTLaUBz3Gqs7x16xl5APjK/view?usp=drivesdk,,,"25,00%"
088_DGT_B4_M04_S001 - La démarche qualité,,,,,https://drive.google.com/file/d/1mBw2EnCVgCH7Fi1XnvK4BlNJu8LdVpBy/view?usp=drivesdk,,,"25,00%"
089_DGT_B4_M04_S002 - La mesure de la qualité,,,,,https://drive.google.com/file/d/1h1i10N9uqoIRXfm8BhufnT1P-xeqmV2c/view?usp=drivesdk,,,"25,00%"
090_DGT_B4_M04_S003 - Les tests qualité selon la nature des livrables,,,,,https://drive.google.com/file/d/1k6I0OpTO1YcDUKhd1ng65VrUhmj_2Of4/view?usp=drivesdk,,,"25,00%"
091_DGT_B4_M04_S004 - Normes et réglementations,,,,,https://drive.google.com/file/d/12XHftj-ZbZer9aEEBP4h1bRxBo4Y8sRF/view?usp=drivesdk,,,"25,00%"
092_DGT_B4_M04_S005 - Low tech,,,,,https://drive.google.com/file/d/1Rl3nywKhUlP1h2aTiWdRN5tf5ggy0f-a/view?usp=drivesdk,,,"25,00%"
093_DGT_B4_M04_S006 - Présentation d'une maquette de solution d'innovation ou de transformation,,,,,https://drive.google.com/file/d/1emUfwUbHwqsGRE6tZSAcPCqJ5DnLoC-n/view?usp=drivesdk,,,"25,00%"
094_DGT_B4_M05_S001 - La revue de projet dans le cycle de vie d'un projet,,,,,https://drive.google.com/file/d/1QlZvDyeFwOy7i8RB6mjRt-PDIlmTcYm-/view?usp=drivesdk,,,"25,00%"
095_DGT_B4_M05_S002 - Les participants à la revue de projet,,,,,https://drive.google.com/file/d/1YWH-Z1_v5wxJBF34u_HpoBKl8TDOpQz_/view?usp=drivesdk,,,"25,00%"
096_DGT_B4_M05_S003 - Animer des réunions structurées,,,,,https://drive.google.com/file/d/1i7qJEvnN60ztaliezkxhqvmjVcwIGgAI/view?usp=drivesdk,,,"25,00%"
097_DGT_B4_M05_S004 - Les outils d'une revue de projet,,,,,https://drive.google.com/file/d/1obr7u_DvAIKJFm2xj09cXY1QVpGYMd5C/view?usp=drivesdk,,,"25,00%"
098_DGT_B4_M06_S001 - Le cahier des charges des livrables,,,,,https://drive.google.com/file/d/15V2n4_4kvFBCBJYm7YLyw345s5MW_i2I/view?usp=drivesdk,,,"25,00%"
099_DGT_B4_M06_S002 - Eléments et critères de mesure de l'expérience client,,,,,https://drive.google.com/file/d/1Id4kHA71xGdNY5Nz0KvLfE6xt-tur0_9/view?usp=drivesdk,,,"25,00%"
100_DGT_B4_M06_S003 - Le management de la qualité des projets,,,,,https://drive.google.com/file/d/1RIGJnoGPC-DISR3K32ppbtIps3vD05OW/view?usp=drivesdk,,,"25,00%"
101_DGT_B4_M07_S001 - Le suivi des indicateurs qualité et amélioration continue,,,,,https://drive.google.com/file/d/1L4rj4q9q9ORyPPY2vCo7aSIpFbWJcFda/view?usp=drivesdk,,,"25,00%"
102_DGT_B4_M07_S002 - Organiser une gouvernance dans le cadre d'une démarche d'amélioration continue,,,,,https://drive.google.com/file/d/1mkfXyLTNnVYmmadmWuRQJ1UcRLXsPPwA/view?usp=drivesdk,,,"25,00%"
103_DGT_B4_M07_S003 - Méthodologie pour piloter un projet digital : une démarche itérative,,,,,https://drive.google.com/file/d/1_vSC_nGXSXrBhRw7fSpGy-bBeB9FCZFr/view?usp=drivesdk,,,"25,00%"
104_DGT_B4_M07_S004 - Emettre des recommandations pour les futurs projets,,,,,https://drive.google.com/file/d/1zoJfMMgT2DbUjVs6Dg4S6oEW5MXJFuGb/view?usp=drivesdk,,,"25,00%"
"105_DGT_B5_M01_S001 - Guide du bloc Management d’une équipe projet, d’une direction technique et/ou d’une équipe transverse",https://app.studi.fr/v3/medialibrary/lib/resources?promotionId=4416&subjectId=49478&moduleId=70361&themeId=129633,https://notebooklm.google.com/notebook/b14f46ea-c54a-479f-802d-acfdf84921cf,,,https://drive.google.com/file/d/17ICTnoUzATLleMLucp1MZlwz82tENdQJ/view?usp=drivesdk,,,"50,00%"
106_DGT_B5_M02_S001 - Recruter les compétences opérationnelles nécessaires à l'équipe projet digital,https://app.studi.fr/v3/medialibrary/lib/resources?promotionId=4416&subjectId=49478&moduleId=70362&themeId=111704,https://notebooklm.google.com/notebook/d5097677-b711-44fd-9d2e-07dbe7d6ba93,,,https://drive.google.com/file/d/1iodwIWI9JVyrDDfLZDMJKs4dhywpMxBe/view?usp=drivesdk,,,"50,00%"
107_DGT_B5_M02_S002 - Les compétences et talents,https://app.studi.fr/v3/medialibrary/lib/resources?promotionId=4416&subjectId=49478&moduleId=70362&themeId=119236,,,,https://drive.google.com/file/d/1X6aUixjVVrtFs6ijv0la-jtXCkn9kGSH/view?usp=drivesdk,,,"37,50%"
108_DGT_B5_M02_S003 - Typologie des organismes de prestataires,https://app.studi.fr/v3/medialibrary/lib/resources?promotionId=4416&subjectId=49478&moduleId=70362&themeId=109188,,,,https://drive.google.com/file/d/1NaQqO5WUTlxGRJdCTmIDmUlaMywEft3W/view?usp=drivesdk,,,"37,50%"
109_DGT_B5_M02_S004 - L'utilité du suivi de la performance,https://app.studi.fr/v3/medialibrary/lib/resources?promotionId=4416&subjectId=49478&moduleId=70362&themeId=107254,,,,https://drive.google.com/file/d/1oTcle-OIKWzjg-CdCzaWxhrsNkT32fX6/view?usp=drivesdk,,,"37,50%"
110_DGT_B5_M02_S005 - La performance et l'évaluation de la prestation,https://app.studi.fr/v3/medialibrary/lib/resources?promotionId=4416&subjectId=49478&moduleId=70362&themeId=109196,,,,https://drive.google.com/file/d/1hpeAuwbcaLxvrpY10if62Dm0ytkCbdYI/view?usp=drivesdk,,,"37,50%"
111_DGT_B5_M03_S001 - Cartographier les compétences nécessaires au projet,,,,,https://drive.google.com/file/d/1CIZfVG9TvPlJgwXvI_YbMxMHxroqPcPE/view?usp=drivesdk,,,"25,00%"
112_DGT_B5_M03_S002 - Les compétences comportementales ou softskills,,,,,https://drive.google.com/file/d/1BXE2M9oj0CR4HC5XST4gMNtzHXRFrwE8/view?usp=drivesdk,,,"25,00%"
113_DGT_B5_M03_S003 - La maîtrise des processus,,,,,https://drive.google.com/file/d/1PGvsoh6SdYyOT1E0QLFdrcvnB-3lakRX/view?usp=drivesdk,,,"25,00%"
114_DGT_B5_M03_S004 - Les relations d'équipes face aux tâches,,,,,https://drive.google.com/file/d/1teXpmEgzDUhM_iNpvcL51X4x7m5wVGkY/view?usp=drivesdk,,,"25,00%"
115_DGT_B5_M03_S005 - L'amélioration du travail en équipe,,,,,https://drive.google.com/file/d/1LpdCqqdiY_6KuXDfHjX2lgtCdMtcRr_c/view?usp=drivesdk,,,"25,00%"
116_DGT_B5_M03_S006 - La communication avec l'équipe projet,,,,,https://drive.google.com/file/d/1h0OqquOomfEvmXsZPZoELYcHHaLJ1nfn/view?usp=drivesdk,,,"25,00%"
117_DGT_B5_M03_S007 - Traiter les dysfonctionnements du travail en équipe,,,,,https://drive.google.com/file/d/18zMbTybT6oCEXmsonXcaV2MBTOVCubxw/view?usp=drivesdk,,,"25,00%"
118_DGT_B5_M03_S008 - Application : Organiser la coopération au sein d'une équipe et interservice,,,,,https://drive.google.com/file/d/1dHOWxdhSOWkqTihVXoUimeN1n1KW0oVP/view?usp=drivesdk,,,"25,00%"
119_DGT_B5_M04_S001 - Communiquer sur son projet pour développer l’adhésion,,,,,https://drive.google.com/file/d/1IdNEHTkArkZrVUr9W8YJHEvRSnhcgK9q/view?usp=drivesdk,,,"25,00%"
120_DGT_B5_M04_S002 - Le business model canvas,,,,,https://drive.google.com/file/d/1FVtmpf5OeU54Aph-lcA43AhqIhllYg_r/view?usp=drivesdk,,,"25,00%"
121_DGT_B5_M04_S003 - Des présentations de résultats impactantes,,,,,https://drive.google.com/file/d/1EapWGpyblJ-cmahAnt3OHSkpfCNje_ca/view?usp=drivesdk,,,"25,00%"
122_DGT_B5_M04_S004 - La politique d'inclusion en entreprise,,,,,https://drive.google.com/file/d/1vAh_WNymR0SGfWhGsqvL3FxNeyHo6lwk/view?usp=drivesdk,,,"25,00%"
123_DGT_B5_M04_S005 - La lutte contre la discrimination,,,,,https://drive.google.com/file/d/10fEdnk0kK7dmKwu9OTr2Paj-jw9Snoez/view?usp=drivesdk,,,"25,00%"
124_DGT_B6_M01_S001 - Guide du bloc Garantir la performance d’un projet de transformation et/ou d’innovation en matière de technique et/ou technologie,https://app.studi.fr/v3/medialibrary/lib/resources?promotionId=4416&subjectId=49484&moduleId=71678&themeId=129822,https://notebooklm.google.com/notebook/7f81a85d-a2c6-4e63-a0c1-d173ad39161c,https://drive.google.com/file/d/1AcK_uBEPjPJ_iZlSgAfYZk6l33rBZiWQ/view?usp=drivesdk,,https://drive.google.com/file/d/1cX_htSNXe3gpnoXWk2gb6XgAyGLW6N9x/view?usp=drivesdk,https://docs.google.com/presentation/d/1OHQxODCV0MJArgiSMXPAG7cZ2733HRWu/edit?usp=drivesdk&ouid=108746249066667293401&rtpof=true&sd=true,,"75,00%"
125_DGT_B6_M02_S001 - Les spécificités du projet digital,,https://notebooklm.google.com/notebook/485d330e-ef28-4ac2-9c2a-99737531c6b7,https://drive.google.com/file/d/1Y3T3UlM1YBEbJntT2luSyd49cvXJKNE9/view?usp=drivesdk,,https://drive.google.com/file/d/1tuvl3C5oEtaIWqwB9AlMc-E--pzE04ZN/view?usp=drivesdk,,https://drive.google.com/file/d/1_Vj3tDCmBfZ5n_7eBVeL5Nv--iHTZQmD/view?usp=drivesdk,"62,50%"
126_DGT_B6_M02_S002 - Le recueil et l'analyse des besoins,,,,,https://drive.google.com/file/d/1EwajhkL3FS928_0fMmWsfKQq7lJGRRK6/view?usp=drivesdk,,,"25,00%"
127_DGT_B6_M02_S003 - Définir la solution et le projet cibles,,,,,https://drive.google.com/file/d/1hjiNBJ5XnyHK21FzTKovjCF-43RkZ6BD/view?usp=drivesdk,,,"25,00%"
128_DGT_B6_M02_S004 - Définir les objectifs et faire valider l’opportunité du projet,,,,,https://drive.google.com/file/d/1wxwxJ8vX7sa4eFE0dkirEjx_NsFy9Fd6/view?usp=drivesdk,,,"25,00%"
129_DGT_B6_M02_S005 - Le choix technologique de la solution,,,,,https://drive.google.com/file/d/1wJmFUDLTUT5SWCEh2UGQ2WRZhpfagibi/view?usp=drivesdk,,,"25,00%"
130_DGT_B6_M02_S006 - Le cahier des charges technique : détailler la mise en œuvre,,,,,https://drive.google.com/file/d/1c7BiRYEnBOxtz965IVDPMYtyb5LXgyDN/view?usp=drivesdk,,,"25,00%"
131_DGT_B6_M02_S007 - Le cahier des charges technique : du besoin à la solution technique,,,,,https://drive.google.com/file/d/1H1Z2fStnoh1IMurGkOFgacEG5jfWArMv/view?usp=drivesdk,,,"25,00%"
132_DGT_B6_M02_S008 - La construction du planning,,,,,https://drive.google.com/file/d/1g_CNdaOUaqv4XOWT1ZnEMgi17ZomGdJ9/view?usp=drivesdk,,,"25,00%"
133_DGT_B6_M02_S009 - Les principaux acteurs d’un projet digital : la maîtrise d’oeuvre,,,,,https://drive.google.com/file/d/16iFPS-4tYsJKSo05iHU4_oMe2TtBEyFn/view?usp=drivesdk,,,"25,00%"
134_DGT_B6_M02_S010 - Les principaux acteurs d’un projet digital : la maîtrise d’ouvrage,,,,,https://drive.google.com/file/d/1DlJNgXLGjFgYn8i1kj8nZXvdJCo6Ml8B/view?usp=drivesdk,,,"25,00%"
"135_DGT_B6_M02_S011 - Etablir la gouvernance du projet, définir les rôles et les responsabilités",,,,,https://drive.google.com/file/d/1zapeddkfQqB5uC8Hrxspc2KjdQM8SjVH/view?usp=drivesdk,,,"25,00%"
136_DGT_B6_M03_S001 - Introduction aux architectures multicouches,,,,,https://drive.google.com/file/d/1N-WPfiS23li1nzJfm6RutY8eFcNjz5Jy/view?usp=drivesdk,,,"25,00%"
137_DGT_B6_M03_S002 - Les design patterns,,,,,https://drive.google.com/file/d/1gDe6GY_vY3hsuliubDNBEKa2dP7Sbgw6/view?usp=drivesdk,,,"25,00%"
138_DGT_B6_M03_S003 - Les frameworks et ORM,,,,,https://drive.google.com/file/d/1iR9dqWkV4ERhOqpEvdD2wb4gKyvzdqVv/view?usp=drivesdk,,,"25,00%"
139_DGT_B6_M03_S004 - Les microservices et architecture distribuée,,,,,https://drive.google.com/file/d/10yGPcHopP-MM5kWVUojmDHefvKWEgiiD/view?usp=drivesdk,,,"25,00%"
140_DGT_B6_M03_S005 - L'éco-conception dans l'architecture logicielle,,,,,https://drive.google.com/file/d/1AKqQZAhqBCePCJe87m0htyGM4CeGqVrF/view?usp=drivesdk,,,"25,00%"
141_DGT_B6_M03_S006 - L'offre de service d'un fournisseur de services Cloud,,,,,https://drive.google.com/file/d/1cu_NjiqnuXZx4B3DaqjlqOz6HBFlSRpW/view?usp=drivesdk,,,"25,00%"
142_DGT_B6_M03_S007 - Les solutions SaaS et leurs implications architecturales,,,,,https://drive.google.com/file/d/15eX5Oa_P5A-DHMjE6LhSiBWgOrGypcDq/view?usp=drivesdk,,,"25,00%"
143_DGT_B6_M03_S008 - Les principes de sécurité en architecture,,,,,https://drive.google.com/file/d/1PeNsGQE8OSLha_Ir3tgs8bJD4Kx1TiEk/view?usp=drivesdk,,,"25,00%"
144_DGT_B6_M03_S009 - La réalisation de l'étude de faisabilité,,,,,https://drive.google.com/file/d/10BWZ93_kcyXoGixyeKGhzaWzS0NcnO-a/view?usp=drivesdk,,,"25,00%"
145_DGT_B6_M03_S010 - Le cahier des charges technique : description fonctionnelle et technique,,,,,https://drive.google.com/file/d/1wx6adxXRbh8_g654Uk9YIqkJkjQCjP7X/view?usp=drivesdk,,,"25,00%"
"146_DGT_B6_M03_S011 - Le cahier des charges techniques : budget, délais et suivi",,,,,https://drive.google.com/file/d/1VNO5oNUKLMas6RCzcMjSd7p_JoH2UPJC/view?usp=drivesdk,,,"25,00%"
147_DGT_B6_M03_S012 - Rédiger un dossier technique d'architecture,,,,,https://drive.google.com/file/d/1FqvWi1VZooApDn9uxQIKWRL1ZbMDdiqA/view?usp=drivesdk,,,"25,00%"
148_DGT_B6_M04_S001 - La démarche qualité en développement,,,,,https://drive.google.com/file/d/1-GPNcVWJXXmof1Rhhm54_NJuT1ycLgvl/view?usp=drivesdk,,,"25,00%"
149_DGT_B6_M04_S002 - La démarche DevOps,,,,,https://drive.google.com/file/d/1lA1mrg7qzmpendAw95pNWa1uirKmrC1l/view?usp=drivesdk,,,"25,00%"
150_DGT_B6_M04_S003 - La mise en place de l'intégration continue (CI),,,,,https://drive.google.com/file/d/1x38MqvdUNkhqLodr2SFJjpiCoj4eHLoJ/view?usp=drivesdk,,,"25,00%"
151_DGT_B6_M04_S004 - La mise en place de la livraison ou déploiement continu (CD),,,,,https://drive.google.com/file/d/1CV6qD8sah0c7vnqU8VyqzuwyIhmSc0wq/view?usp=drivesdk,,,"25,00%"
152_DGT_B6_M04_S005 - Les enjeux des plans de test,,,,,https://drive.google.com/file/d/12v9a_J60rlKDBiIgWAjuH0ucn5Hjh1iY/view?usp=drivesdk,,,"25,00%"
153_DGT_B6_M04_S006 - Élaborer un scénario de test,,,,,https://drive.google.com/file/d/1s3lHqZq3EnZ2U90Cgq2EK6xFlYM69cAQ/view?usp=drivesdk,,,"25,00%"
154_DGT_B6_M04_S007 - Mettre en place un environnement de test,,,,,https://drive.google.com/file/d/1MPvgE1gJAALgxTOb1sZoQS3_aCUvcU10/view?usp=drivesdk,,,"25,00%"
155_DGT_B6_M04_S008 - Les outils et les stratégies des tests de sécurité,,,,,https://drive.google.com/file/d/10zKWfQAmSAb1U6LCH-8gazxWtSLDJxVf/view?usp=drivesdk,,,"25,00%"
156_DGT_B6_M04_S009 - Planifier efficacement les tests,,,,,https://drive.google.com/file/d/16kx9Gx_QszMqZq9IKU07lNdE-szLOZ0Y/view?usp=drivesdk,,,"25,00%"
157_DGT_B6_M04_S010 - Valider les résultats des tests,,,,,https://drive.google.com/file/d/10cu5qsXb6KhLNn8SHHgErbtrOYes7_RC/view?usp=drivesdk,,,"25,00%"
158_DGT_B6_M04_S011 - Automatiser les tests en DevOps,,,,,https://drive.google.com/file/d/1I_9qsKQTSqFaFSs3CiY_oTICOh766cRX/view?usp=drivesdk,,,"25,00%"
159_DGT_B6_M05_S001 - La résolution d'une situation critique pour la survie du projet,,,,,https://drive.google.com/file/d/1VUeVt_Pcssa-OcDuQ-cMDiKzexewBw-j/view?usp=drivesdk,,,"25,00%"
160_DGT_B6_M05_S002 - Réaliser une analyse causale à l’aide d’entretiens et d’enquêtes terrain,,,,,https://drive.google.com/file/d/1ifIPChHw4yFf-gASCpkij8hlOjrHAHHA/view?usp=drivesdk,,,"25,00%"
161_DGT_B6_M05_S003 - Concevoir la solution grâce au Design Thinking,,,,,https://drive.google.com/file/d/1hNOepLNMQPpsZLejan1aJtvwrnDwzHNf/view?usp=drivesdk,,,"25,00%"
162_DGT_B7_M01_S001 - Une introduction à la stratégie de contenu,,https://notebooklm.google.com/notebook/5f15104b-4b7d-4f61-8be5-23c70ace6584,,,https://drive.google.com/file/d/1o-3kmI9Qxo6RMX9kZPC_bN4HMiqCqkqM/view?usp=drivesdk,,,"37,50%"
163_DGT_B7_M01_S002 - Les étapes de la stratégie de contenu,,https://notebooklm.google.com/notebook/9c935f33-9ce9-4c06-92e0-acc6292cff99,https://drive.google.com/file/d/1_yGKVd97tWWnWJvwhV2XRxbAPuuZvI2_/view?usp=drivesdk,,https://drive.google.com/file/d/1TgLOgQI3IM3VlLZU4DDW4KiTeOoeja_J/view?usp=drivesdk,,https://drive.google.com/file/d/1czBd09_qw0XSVrOGEeWcSN1jSdY106Wg/view?usp=drivesdk,"62,50%"
164_DGT_B7_M01_S003 - Les KPI dans la stratégie de contenu,,https://notebooklm.google.com/notebook/490e446f-6772-478b-be5d-7b29e53a5470,https://drive.google.com/file/d/1Zl8i3L_x9lB9mot2syBlBnc4dtgB17na/view?usp=drivesdk,,https://drive.google.com/file/d/1aG2LhLpz7hv_5aI235U3B0MBk2N3ecuc/view?usp=drivesdk,,,"50,00%"
165_DGT_B7_M01_S004 - Le développement d’une stratégie de contenu,,https://notebooklm.google.com/notebook/49726ea6-5825-46a2-8401-6353ed91829e,https://drive.google.com/file/d/1oDSQdg1wNHzjLM3aFAdBBvJX7STPuAix/view?usp=drivesdk,,https://drive.google.com/file/d/18HHO94WY2MPE2nTRGiV1CK6m47oFTuM7/view?usp=drivesdk,,,"50,00%"
166_DGT_B7_M01_S005 - Les étapes de la stratégie de création de contenu,,,,,https://drive.google.com/file/d/1WSqPP04PJtX1mL7gtSn3KsbvFf20Ak59/view?usp=drivesdk,,,"25,00%"
167_DGT_B7_M01_S006 - Réussir sa stratégie de création de contenu,,,,,https://drive.google.com/file/d/153h25d2MC66A5IStcbD4csMe08V-9Nxh/view?usp=drivesdk,,,"25,00%"
168_DGT_B7_M01_S007 - L’orientation artistique et le brief créatif,,,,,https://drive.google.com/file/d/1mVrocObh0EEAiokeVbKUcU6wJ7dOMU36/view?usp=drivesdk,,,"25,00%"
169_DGT_B7_M01_S008 - Introduction à la production de contenus digitaux,,,,,https://drive.google.com/file/d/1pZyhvyWdoPWS-qbfAoYMH9LpK1GEoQni/view?usp=drivesdk,,,"25,00%"
170_DGT_B7_M01_S009 - La création de contenu digital en adéquation avec sa cible,,,,,https://drive.google.com/file/d/1ywc5R37-_-5bLkf5wEON5PQrD-DrlUhv/view?usp=drivesdk,,,"25,00%"
171_DGT_B7_M01_S010 - Le brand content,,,,,https://drive.google.com/file/d/1K3if_Ocruh2LzZleXTMylCFOI1mqygdq/view?usp=drivesdk,,,"25,00%"
172_DGT_B7_M01_S011 - Le brand content et le storytelling digital,,,,,https://drive.google.com/file/d/1esAQqrTZIMbKl5jq2MYIRieT0oCyKByn/view?usp=drivesdk,,,"25,00%"
173_DGT_B7_M01_S012 - Le contenu de marque,,,,,https://drive.google.com/file/d/1cPG0TCF8LLZ9sEgNa3jXf8nc658h6dWD/view?usp=drivesdk,,,"25,00%"
174_DGT_B7_M02_S001 - Les sites internet,,,,,https://drive.google.com/file/d/1YLOhXbc6mku7q-k7JJIw9UHcPkfzVJv1/view?usp=drivesdk,,,"25,00%"
175_DGT_B7_M02_S002 - Le référencement des sites Web,,,,,https://drive.google.com/file/d/1l9DYWvx1k000Pr5p7ChH4hLmi3UJg3Fm/view?usp=drivesdk,,,"25,00%"
176_DGT_B7_M02_S003 - Les nouvelles techniques du SEO,,,,,https://drive.google.com/file/d/1cphLnsCP4Ta8n2Ai-yKuEwKp8PSjR62A/view?usp=drivesdk,,,"25,00%"
177_DGT_B7_M02_S004 - UX UI Design,,,,,https://drive.google.com/file/d/1-x_CUixL5x-uiFovXPs1_2449ck3ojkc/view?usp=drivesdk,,,"25,00%"
178_DGT_B7_M02_S005 - Les coûts de promotion,,,,,https://drive.google.com/file/d/1rg0IYpeWPiXJ0NIm1Re5tuslcP7dKTER/view?usp=drivesdk,,,"25,00%"
179_DGT_B7_M02_S006 - Introduction aux social ads (publicité sur les réseaux sociaux),,,,,https://drive.google.com/file/d/1Rqa_HU19rnfR_Kjc2vyPsHcBkNBwz3aq/view?usp=drivesdk,,,"25,00%"
